tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,short_url,doggo_lingo,jpg_url,img_num,dog_breed,retweet_count,favourite_count
890006608113172480,2017-07-26 00:31:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek ,13,10,Koda,https://t.co/dVPW0B0Mme,,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1,Samoyed,6453,28038
889880896479866881,2017-07-25 16:11:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy ,13,10,Bruno,https://t.co/u1XPQMl29g,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1,French_bulldog,4385,25509
889665388333682689,2017-07-25 01:55:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 ,13,10,,https://t.co/BxvuXk0UCm,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1,Pembroke,8806,43780
889638837579907072,2017-07-25 00:10:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist ,12,10,Ted,https://t.co/f8dEDcrKSR,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1,French_bulldog,3936,24611
889531135344209921,2017-07-24 17:02:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek ,13,10,Stuart,https://t.co/y70o6h3isq,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1,golden_retriever,1984,13861
889278841981685760,2017-07-24 00:19:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,13,10,Oliver,https://t.co/WpHvrQedPb,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,4683,22957
888917238123831296,2017-07-23 00:22:39,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,12,10,Jim,https://t.co/chxruIOUJN,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever,3938,26573
888804989199671297,2017-07-22 16:56:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,13,10,Zeke,https://t.co/HTQ77yNQ5K,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,3725,23322
888554962724278272,2017-07-22 00:23:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,13,10,Ralphus,https://t.co/YnYAFCTTiK,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,3045,17992
888078434458587136,2017-07-20 16:49:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,12,10,Gerald,https://t.co/DK7iDPfuRX,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,3051,19884
887705289381826560,2017-07-19 16:06:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,13,10,Jeffrey,https://t.co/PhrUk20Q64,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,4753,27649
887517139158093824,2017-07-19 03:39:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) ,14,10,such,https://t.co/20VrLAA8ba,,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1,,10359,42313
887473957103951883,2017-07-19 00:47:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,13,10,Canela,https://t.co/cLyzpcUcMX,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,15821,62642
887343217045368832,2017-07-18 16:08:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) ,13,10,,https://t.co/WZqNqygEyV,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,Mexican_hairless,9265,30713
887101392804085760,2017-07-18 00:07:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,12,10,,https://t.co/4Ad1jzJSdp,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,5248,27983
886983233522544640,2017-07-17 16:17:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in ,13,10,Maya,https://t.co/I6oNy0CgiT,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,Chihuahua,6725,31727
886736880519319552,2017-07-16 23:58:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

",13,10,Mingus,https://t.co/bVi0Yr4Cff ,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,2797,10911
886680336477933568,2017-07-16 20:14:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal ,13,10,Derek,https://t.co/BCoWue0abA,,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1,,3937,20539
886366144734445568,2017-07-15 23:25:31,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,12,10,Roscoe,https://t.co/RGE08MIJox,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,2783,19281
886258384151887873,2017-07-15 16:17:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles ,13,10,Waffles,https://t.co/xZDA9Qsq1O,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug,5566,25542
885984800019947520,2017-07-14 22:10:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,12,10,Jimbo,https://t.co/BuveP0uMF1,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,5908,29730
885528943205470208,2017-07-13 15:58:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,13,10,Maisey,https://t.co/tp1kQ8i9JF,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,5623,32808
885167619883638784,2017-07-12 16:03:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,13,10,,https://t.co/44ItaMubBf,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,3849,19978
884925521741709313,2017-07-12 00:01:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",12,10,Earl,https://t.co/MYJvdlNRVa,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound,15888,70126
884876753390489601,2017-07-11 20:47:12,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,13,10,Lola,https://t.co/74TKAUsLkO,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,4911,25385
884562892145688576,2017-07-11 00:00:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,13,10,Kevin,https://t.co/1r4MFCbCX5,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,4134,22174
884441805382717440,2017-07-10 15:58:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",14,10,,https://t.co/vvBOcC2VdC,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,5018,24763
884162670584377345,2017-07-09 21:29:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,12,10,Yogi,https://t.co/YSI00BzTBZ,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,2631,18626
883838122936631299,2017-07-09 00:00:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,12,10,Noah,https://t.co/V85xujjDDY,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,3011,19924
883482846933004288,2017-07-08 00:28:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",5,10,Bella,https://t.co/qjrljjt948,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,8689,41799
883360690899218434,2017-07-07 16:22:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,13,10,Grizzwald,https://t.co/rf661IFEYP,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,3238,20709
883117836046086144,2017-07-07 00:17:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",13,10,,https://t.co/Se5fZ9wp5E,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,5844,33862
882992080364220416,2017-07-06 15:58:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy ,13,10,Rusty,https://t.co/tyER0KpdXj,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo_dog,3413,21800
882762694511734784,2017-07-06 00:46:41,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,12,10,Gus,https://t.co/D43I96SlVu,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,4297,25781
882627270321602560,2017-07-05 15:48:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,13,10,Stanley,https://t.co/Nx52PGwH94,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,5334,25614
882268110199369728,2017-07-04 16:01:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,13,10,Alfy,https://t.co/fYP5RlutfA,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,10203,40889
882045870035918850,2017-07-04 01:18:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko ",13,10,Koko,https://t.co/zeDpnsKX7w,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,golden_retriever,4283,26750
881906580714921986,2017-07-03 16:04:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable ,12,10,Rey,https://t.co/503CgWbhxQ,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,2998,22254
881666595344535552,2017-07-03 00:11:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,13,10,Gary,https://t.co/7CSWCl8I6s,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,9405,46268
881536004380872706,2017-07-02 15:32:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) ",14,10,,https://t.co/ghXBIIeQZF,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,14109,45162
881268444196462592,2017-07-01 21:49:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet ,12,10,Elliot,https://t.co/cgwJwowTMC,,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,,4674,21251
880935762899988482,2017-06-30 23:47:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking ,13,10,Louis,https://t.co/D0wb1GlKAt,,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,,2460,15621
880872448815771648,2017-06-30 19:35:32,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,12,10,,https://t.co/WiAMbTkDPf,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,3366,19448
880465832366813184,2017-06-29 16:39:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,12,10,Bella,https://t.co/4VsFysDmiw,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,5476,25989
880221127280381952,2017-06-29 00:27:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well ,12,10,Jesse,https://t.co/fUod0tVmvK,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,3660,24591
880095782870896641,2017-06-28 16:09:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,11,10,,https://t.co/HauE8M3Bu4,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher,3834,25222
879862464715927552,2017-06-28 00:42:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,13,10,Romeo,https://t.co/Qh5aEkRQm9,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,3073,20438
879492040517615616,2017-06-27 00:10:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 ,12,10,Bailey,https://t.co/IxM9IMKQq8,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German_short-haired_pointer,2793,21465
879415818425184262,2017-06-26 19:07:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,13,10,Duddles,https://t.co/UDT7ZkcTgY,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer,39331,96536
879376492567855104,2017-06-26 16:31:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,12,10,Jack,https://t.co/0gOi601EAa,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Labrador_retriever,2759,15403
879050749262655488,2017-06-25 18:56:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,11,10,Steven,https://t.co/2mJCDEJWdD,,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,,4150,20605
879008229531029506,2017-06-25 16:07:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,13,10,Beau,https://t.co/YDtpCjIPKN,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,2361,17379
878776093423087618,2017-06-25 00:45:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,13,10,Snoopy,https://t.co/lNZwgNO4gS,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_greyhound,3616,17721
878281511006478336,2017-06-23 16:00:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

",13,10,Shadow,https://t.co/245xJJElsY ,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,1124,7052
878057613040115712,2017-06-23 01:10:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,14,10,Emmy,https://t.co/cwtWnHMVpe,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_bulldog,6011,38512
877736472329191424,2017-06-22 03:54:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,13,10,Aja,https://t.co/lsPyyAiF1r,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_retriever,16712,72268
877556246731214848,2017-06-21 15:58:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,12,10,Penny,https://t.co/OYdDlfOGXP,,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,basset,3360,20770
877316821321428993,2017-06-21 00:06:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",13,10,Dante,https://t.co/SHRTIo5pxc,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,4596,25110
877201837425926144,2017-06-20 16:29:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,12,10,Nelly,https://t.co/4g4cfj3P4Y,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,4914,24809
876838120628539392,2017-06-19 16:24:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,12,10,Ginger,https://t.co/j211oCDRs6,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,2944,18951
876484053909872640,2017-06-18 16:57:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,13,10,Benedict,https://t.co/26BXueUgbs,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,2089,17223
876120275196170240,2017-06-17 16:52:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",13,10,Venti,https://t.co/ejExJFq3ek,,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese_mountain_dog,4120,25663
875747767867523072,2017-06-16 16:11:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",13,10,Goose,https://t.co/V2WlACRJCN,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador_retriever,3770,23018
